48450|0.003|00000000
19190|0.003|00000001
18410|0.003|00000010
13130|0.003|00000011
48050|0.003|00000100
18970|0.003|00000101
13120|0.003|00000110
18790|0.003|00000111
33970|0.003|00001000
19240|0.003|00001001
12920|0.003|00001010
19170|0.003|00001011
11360|0.003|00001100
12910|0.003|00001101
15370|0.003|00001110
19360|0.003|00001111
12840|0.003|00010000
11450|0.003|00010001
11710|0.003|00010010
23180|0.003|00010011
18180|0.003|00010100
34240|0.003|00010101
13680|0.003|00010110
19060|0.003|00010111
16690|0.003|00011000
23570|0.003|00011001
11330|0.003|00011010
56880|0.003|00011011
15220|0.001|0001110000
19560|0.001|0001110001
58190|0.001|0001110010
23050|0.001|0001110011
19040|0.002|000111010
37520|0.002|000111011
19000|0.001|0001111000
34540|0.001|0001111001
18950|0.002|000111101
55500|0.001|0001111100
15940|0.001|0001111101
52570|0.001|0001111110
37830|0.001|0001111111
56360|0.001|0010000000
17890|0.001|0010000001
51350|0.002|001000001
52170|0.001|0010000100
23600|0.001|0010000101
54430|0.001|0010000110
13380|0.001|0010000111
35670|0.001|0010001000
36210|0.001|0010001001
16150|0.002|001000101
55710|0.001|0010001100
39030|0.001|0010001101
57160|0.001|0010001110
38550|0.001|0010001111
30430|0.001|0010010000
31570|0.001|0010010001
14310|0.001|0010010010
18750|0.001|0010010011
37470|0.001|0010010100
17040|0.001|0010010101
47290|0.001|0010010110
57150|0.001|0010010111
17740|0.002|001001100
40370|0.001|0010011010
41100|0.001|0010011011
48810|0.002|001001110
51530|0.001|0010011110
55230|0.001|0010011111
18570|0.001|0010100000
28530|0.001|0010100001
18210|0.001|0010100010
29220|0.001|0010100011
15630|0.001|0010100100
18330|0.001|0010100101
45900|0.001|0010100110
47650|0.001|0010100111
12800|0.001|0010101000
13480|0.001|0010101001
15640|0.001|0010101010
32710|0.001|0010101011
16190|0.001|0010101100
18200|0.001|0010101101
13100|0.002|001010111
51460|0.001|0010110000
51110|0.001|0010110001
18440|0.001|0010110010
29650|0.001|0010110011
47040|0.001|0010110100
18560|0.001|0010110101
13300|0.001|0010110110
14070|0.001|0010110111
53770|0.001|0010111000
37610|0.001|0010111001
18080|0.001|0010111010
33250|0.001|0010111011
31380|0.001|0010111100
18990|0.001|0010111101
19390|0.002|001011111
54280|0.001|0011000000
40070|0.001|0011000001
36880|0.001|0011000010
36680|0.001|0011000011
32650|0.001|0011000100
19220|0.001|0011000101
18270|0.001|0011000110
18300|0.001|0011000111
19110|0.004|00110010
11260|0.001|0011001100
11340|0.001|0011001101
58120|0.001|0011001110
15900|0.001|0011001111
37420|0.002|001101000
47220|0.002|001101001
38680|0.002|001101010
60220|0.001|0011010110
48620|0.001|0011010111
52050|0.001|0011011000
21720|0.001|0011011001
15360|0.001|0011011010
19130|0.001|0011011011
19350|0.001|0011011100
37110|0.001|0011011101
57770|0.001|0011011110
22940|0.001|0011011111
56000|0.001|0011100000
36500|0.001|0011100001
11300|0.001|0011100010
11500|0.001|0011100011
55280|0.001|0011100100
19380|0.001|0011100101
54900|0.001|0011100110
37220|0.001|0011100111
37070|0.002|001110100
57570|0.002|001110101
18090|0.002|001110110
34350|0.001|0011101110
18780|0.001|0011101111
55200|0.001|0011110000
17900|0.001|0011110001
15680|0.002|001111001
13670|0.002|001111010
15470|0.002|001111011
37160|0.001|0011111000
36460|0.001|0011111001
23550|0.001|0011111010
47760|0.001|0011111011
13830|0.002|001111110
44930|0.001|0011111110
44200|0.001|0011111111
18910|0.001|0100000000
36900|0.001|0100000001
36760|0.001|0100000010
13250|0.001|0100000011
13810|0.002|010000010
56900|0.001|0100000110
22830|0.001|0100000111
36280|0.001|0100001000
15310|0.001|0100001001
54510|0.001|0100001010
39530|0.001|0100001011
15400|0.001|0100001100
18480|0.001|0100001101
36230|0.001|0100001110
37010|0.001|0100001111
20640|0.001|0100010000
37540|0.001|0100010001
13710|0.002|010001001
39360|0.002|010001010
59140|0.002|010001011
11430|0.001|0100011000
12400|0.001|0100011001
49320|0.001|0100011010
56490|0.001|0100011011
30980|0.002|010001110
48980|0.001|0100011110
47940|0.001|0100011111
47510|0.002|010010000
48530|0.001|0100100010
48160|0.001|0100100011
15200|0.001|0100100100
17730|0.001|0100100101
57100|0.001|0100100110
23460|0.001|0100100111
37760|0.001|0100101000
38620|0.001|0100101001
35940|0.001|0100101010
19470|0.001|0100101011
31230|0.001|0100101100
30290|0.001|0100101101
18220|0.001|0100101110
13520|0.001|0100101111
46440|0.002|010011000
13280|0.001|0100110010
15510|0.001|0100110011
18840|0.002|010011010
58830|0.001|0100110110
12900|0.001|0100110111
15050|0.002|010011100
38640|0.001|0100111010
22760|0.001|0100111011
54880|0.001|0100111100
24910|0.001|0100111101
47860|0.001|0100111110
26660|0.001|0100111111
57120|0.001|0101000000
23310|0.001|0101000001
23420|0.001|0101000010
52340|0.001|0101000011
34640|0.001|0101000100
55030|0.001|0101000101
27830|0.002|010100011
54680|0.001|0101001000
38530|0.001|0101001001
13200|0.001|0101001010
35530|0.001|0101001011
52580|0.001|0101001100
22630|0.001|0101001101
43110|0.001|0101001110
16670|0.001|0101001111
38210|0.002|010101000
45680|0.001|0101010010
45010|0.001|0101010011
34940|0.001|0101010100
19320|0.001|0101010101
52980|0.001|0101010110
21190|0.001|0101010111
35850|0.001|0101011000
37130|0.001|0101011001
15380|0.002|010101101
19280|0.002|010101110
40230|0.002|010101111
17620|0.002|010110000
46630|0.002|010110001
54940|0.001|0101100100
17350|0.001|0101100101
33080|0.001|0101100110
15320|0.001|0101100111
37240|0.001|0101101000
18520|0.001|0101101001
34520|0.001|0101101010
34770|0.001|0101101011
58980|0.001|0101101100
13870|0.001|0101101101
33220|0.002|010110111
57500|0.001|0101110000
57920|0.001|0101110001
32790|0.002|010111001
16100|0.001|0101110100
16220|0.001|0101110101
15550|0.002|010111011
58290|0.001|0101111000
16610|0.001|0101111001
58660|0.001|0101111010
46270|0.001|0101111011
37910|0.002|010111110
46750|0.001|0101111110
47960|0.001|0101111111
57320|0.001|0110000000
13790|0.001|0110000001
48290|0.001|0110000010
24390|0.001|0110000011
29660|0.001|0110000100
18340|0.001|0110000101
13020|0.002|011000011
26570|0.001|0110001000
44760|0.001|0110001001
14140|0.001|0110001010
27100|0.001|0110001011
34600|0.001|0110001100
13410|0.001|0110001101
34670|0.001|0110001110
33330|0.001|0110001111
12990|0.001|0110010000
14460|0.001|0110010001
47110|0.002|011001001
18190|0.002|011001010
49050|0.001|0110010110
13650|0.001|0110010111
56160|0.002|011001100
51990|0.001|0110011010
23270|0.001|0110011011
46220|0.001|0110011100
11890|0.001|0110011101
46800|0.001|0110011110
48990|0.001|0110011111
18120|0.001|0110100000
24830|0.001|0110100001
29430|0.001|0110100010
15230|0.001|0110100011
50900|0.001|0110100100
49660|0.001|0110100101
27570|0.001|0110100110
48840|0.001|0110100111
54240|0.002|011010100
46390|0.001|0110101010
14000|0.001|0110101011
34100|0.001|0110101100
13050|0.001|0110101101
16260|0.002|011010111
18450|0.001|0110110000
26580|0.001|0110110001
50180|0.002|011011001
47850|0.001|0110110100
49440|0.001|0110110101
44180|0.001|0110110110
26770|0.001|0110110111
33570|0.001|0110111000
57560|0.001|0110111001
49480|0.001|0110111010
46450|0.001|0110111011
28970|0.001|0110111100
15040|0.001|0110111101
49630|0.001|0110111110
28740|0.001|0110111111
48860|0.002|011100000
53520|0.001|0111000010
23320|0.001|0111000011
23490|0.002|011100010
11420|0.002|011100011
51020|0.001|0111001000
39850|0.001|0111001001
48670|0.001|0111001010
26600|0.001|0111001011
13730|0.004|01110011
37620|0.002|011101000
49390|0.001|0111010010
50860|0.001|0111010011
19430|0.002|011101010
22870|0.001|0111010110
46910|0.001|0111010111
47490|0.001|0111011000
23890|0.001|0111011001
60720|0.001|0111011010
22700|0.001|0111011011
19010|0.002|011101110
56520|0.001|0111011110
17810|0.001|0111011111
46530|0.001|0111100000
22950|0.001|0111100001
34660|0.001|0111100010
58620|0.001|0111100011
38980|0.001|0111100100
19370|0.001|0111100101
55120|0.001|0111100110
47270|0.001|0111100111
19290|0.001|0111101000
36120|0.001|0111101001
51950|0.001|0111101010
36640|0.001|0111101011
36970|0.001|0111101100
19050|0.001|0111101101
16230|0.002|011110111
54690|0.001|0111110000
34190|0.001|0111110001
31650|0.001|0111110010
54090|0.001|0111110011
55660|0.001|0111110100
56920|0.001|0111110101
27770|0.001|0111110110
48720|0.001|0111110111
14820|0.001|0111111000
28890|0.001|0111111001
26540|0.001|0111111010
26830|0.001|0111111011
27980|0.001|0111111100
28220|0.001|0111111101
26870|0.001|0111111110
11980|0.001|0111111111
49870|0.001|1000000000
55640|0.001|1000000001
18600|0.002|100000001
56810|0.002|100000010
47750|0.001|1000000110
27190|0.001|1000000111
31020|0.001|1000001000
61030|0.001|1000001001
47370|0.001|1000001010
50050|0.001|1000001011
22750|0.001|1000001100
48230|0.001|1000001101
34980|0.001|1000001110
55260|0.001|1000001111
12140|0.001|1000010000
13110|0.001|1000010001
60960|0.001|1000010010
18880|0.001|1000010011
32860|0.001|1000010100
15870|0.001|1000010101
55850|0.001|1000010110
36580|0.001|1000010111
33210|0.001|1000011000
15410|0.001|1000011001
56850|0.001|1000011010
32900|0.001|1000011011
50750|0.001|1000011100
23900|0.001|1000011101
45210|0.001|1000011110
26380|0.001|1000011111
17880|0.002|100010000
13750|0.001|1000100010
23390|0.001|1000100011
57710|0.001|1000100100
13780|0.001|1000100101
48550|0.001|1000100110
56330|0.001|1000100111
46850|0.001|1000101000
47140|0.001|1000101001
17250|0.001|1000101010
41010|0.001|1000101011
15020|0.001|1000101100
16900|0.001|1000101101
56260|0.002|100010111
17570|0.001|1000110000
35840|0.001|1000110001
57530|0.001|1000110010
49130|0.001|1000110011
31470|0.001|1000110100
31810|0.001|1000110101
30920|0.001|1000110110
32200|0.001|1000110111
11290|0.002|100011100
54040|0.001|1000111010
11870|0.001|1000111011
31870|0.001|1000111100
32250|0.001|1000111101
11490|0.001|1000111110
58870|0.001|1000111111
50040|0.001|1001000000
57250|0.001|1001000001
12270|0.001|1001000010
13000|0.001|1001000011
23360|0.002|100100010
47700|0.001|1001000110
26350|0.001|1001000111
22550|0.001|1001001000
38970|0.001|1001001001
58500|0.001|1001001010
43180|0.001|1001001011
57190|0.001|1001001100
34000|0.001|1001001101
52660|0.001|1001001110
37660|0.001|1001001111
19200|0.002|100101000
23720|0.001|1001010010
47680|0.001|1001010011
35330|0.001|1001010100
36520|0.001|1001010101
57170|0.001|1001010110
22980|0.001|1001010111
13600|0.002|100101100
18940|0.001|1001011010
32340|0.001|1001011011
56860|0.002|100101110
18500|0.002|100101111
50780|0.001|1001100000
55600|0.001|1001100001
43140|0.001|1001100010
18690|0.001|1001100011
33300|0.002|100110010
57090|0.001|1001100110
15970|0.001|1001100111
60280|0.001|1001101000
22660|0.001|1001101001
18350|0.002|100110101
56340|0.001|1001101100
18860|0.001|1001101101
51320|0.001|1001101110
52480|0.001|1001101111
49110|0.001|1001110000
24470|0.001|1001110001
51010|0.001|1001110010
13360|0.001|1001110011
58780|0.001|1001110100
45520|0.001|1001110101
55210|0.001|1001110110
17850|0.001|1001110111
35710|0.001|1001111000
32720|0.001|1001111001
37200|0.001|1001111010
53960|0.001|1001111011
34300|0.001|1001111100
18250|0.001|1001111101
33760|0.002|100111111
57450|0.001|1010000000
23910|0.001|1010000001
58810|0.001|1010000010
13690|0.001|1010000011
32980|0.001|1010000100
34550|0.001|1010000101
33480|0.001|1010000110
11750|0.001|1010000111
33990|0.001|1010001000
19300|0.001|1010001001
57970|0.001|1010001010
15980|0.001|1010001011
16040|0.002|101000110
33740|0.001|1010001110
19330|0.001|1010001111
55620|0.001|1010010000
47910|0.001|1010010001
53640|0.001|1010010010
51810|0.001|1010010011
58360|0.001|1010010100
46290|0.001|1010010101
48540|0.001|1010010110
49700|0.001|1010010111
46140|0.002|101001100
35920|0.002|101001101
49120|0.001|1010011100
23430|0.001|1010011101
12970|0.002|101001111
17310|0.001|1010100000
41330|0.001|1010100001
50770|0.001|1010100010
23380|0.001|1010100011
59440|0.001|1010100100
48750|0.001|1010100101
48610|0.001|1010100110
57490|0.001|1010100111
32160|0.001|1010101000
32330|0.001|1010101001
19100|0.001|1010101010
31800|0.001|1010101011
13580|0.001|1010101100
16000|0.001|1010101101
58670|0.001|1010101110
33680|0.001|1010101111
35890|0.001|1010110000
15570|0.001|1010110001
32780|0.001|1010110010
34250|0.001|1010110011
16940|0.001|1010110100
23480|0.001|1010110101
55870|0.001|1010110110
47930|0.001|1010110111
58990|0.001|1010111000
58330|0.001|1010111001
50970|0.001|1010111010
18000|0.001|1010111011
40850|0.001|1010111100
16980|0.001|1010111101
51830|0.001|1010111110
54760|0.001|1010111111
59030|0.001|1011000000
56820|0.001|1011000001
36960|0.001|1011000010
58900|0.001|1011000011
17030|0.001|1011000100
58600|0.001|1011000101
17930|0.001|1011000110
