570|0.011|000000
560|0.011|000001
610|0.022|00001
540|0.012|000100
510|0.012|000101
390|0.024|00011
1700|0.006|0010000
1180|0.006|0010001
1610|0.006|0010010
1020|0.003|00100110
1080|0.003|00100111
1820|0.012|001010
530|0.006|0010110
720|0.006|0010111
740|0.006|0011000
1250|0.006|0011001
1120|0.003|00110100
1390|0.003|00110101
1950|0.003|00110110
1870|0.003|00110111
660|0.006|0011100
1070|0.003|00111010
1200|0.003|00111011
1170|0.003|00111100
1440|0.003|00111101
1140|0.001|001111100
950|0.001|0011111010
990|0.001|0011111011
1150|0.003|00111111
1620|0.006|0100000
1560|0.006|0100001
1770|0.013|010001
370|0.025|01001
1280|0.003|01010000
1650|0.003|01010001
1330|0.007|0101001
1790|0.013|010101
460|0.027|01011
1350|0.007|0110000
1210|0.007|0110001
1780|0.014|011001
1910|0.007|0110100
1660|0.007|0110101
1750|0.007|0110110
1370|0.007|0110111
1730|0.007|0111000
1760|0.008|0111001
500|0.004|01110100
1550|0.004|01110101
420|0.004|01110110
1010|0.002|011101110
1000|0.002|011101111
790|0.001|0111100000
820|0.001|0111100001
970|0.002|011110001
1050|0.001|0111100100
1060|0.001|0111100101
770|0.002|011110011
1360|0.004|01111010
1460|0.004|01111011
1720|0.008|0111110
630|0.008|0111111
1640|0.008|1000000
1090|0.002|100000100
1100|0.002|100000101
1900|0.004|10000011
1160|0.002|100001000
1410|0.001|1000010010
870|0.001|1000010011
1540|0.002|100001010
490|0.002|100001011
710|0.002|100001100
1480|0.002|100001101
1490|0.002|100001110
1880|0.002|100001111
2000|0.002|100010000
360|0.001|1000100010
690|0.001|1000100011
1510|0.002|100010010
680|0.001|1000100110
700|0.001|1000100111
1270|0.004|10001010
430|0.004|10001011
480|0.008|1000110
1590|0.008|1000111
650|0.016|100100
780|0.002|100101000
1890|0.001|1001010010
1580|0.001|1001010011
1130|0.002|100101010
750|0.002|100101011
1340|0.008|1001011
380|0.032|10011
1860|0.002|101000000
1960|0.002|101000001
520|0.002|101000010
930|0.001|1010000110
1400|0.001|1010000111
1420|0.004|10100010
1380|0.004|10100011
1970|0.001|1010010000
2010|0.001|1010010001
2030|0.001|1010010010
1450|0.001|1010010011
1920|0.004|10100101
1850|0.008|1010011
1800|0.017|101010
1110|0.004|10101100
1030|0.004|10101101
1690|0.009|1010111
470|0.017|101100
1810|0.018|101101
1630|0.009|1011100
640|0.009|1011101
1520|0.009|1011110
1680|0.009|1011111
1740|0.009|1100000
1220|0.009|1100001
620|0.009|1100010
1710|0.009|1100011
450|0.019|110010
400|0.019|110011
1240|0.005|11010000
1300|0.005|11010001
1830|0.01|1101001
440|0.01|1101010
1570|0.005|11010110
1260|0.005|11010111
730|0.01|1101100
1310|0.005|11011010
1470|0.005|11011011
1670|0.005|11011100
1500|0.005|11011101
1940|0.005|11011110
1430|0.005|11011111
590|0.041|11100
1530|0.005|11101000
1600|0.005|11101001
1230|0.011|1110101
580|0.021|111011
550|0.011|1111000
1190|0.005|11110010
1930|0.003|111100110
1290|0.003|111100111
1840|0.011|1111010
1320|0.011|1111011
410|0.022|111110
600|0.022|111111
